,Model,Dataset,Metric,Mean,Std
422,MLPRegressor,region_job_g,MSE,0.001677870750427246,0.0
423,FMP,region_job_r,MSE,0.00472685694694519,0.0
424,FairGNN,region_job_r,MSE,0.060400545597076416,0.0
425,FairRegGNN,region_job_r,MSE,0.013685565441846848,0.0
426,GATRegressor,region_job_r,MSE,6.479024887084961e-05,0.0
427,GCNRegressor,region_job_r,MSE,0.008390635251998901,0.0
428,GINRegressor,region_job_r,MSE,0.010962069034576416,0.0
429,GMMD,region_job_r,MSE,0.00329604372382164,0.0
430,GraphSAGERegressor,region_job_r,MSE,0.0036510564386844635,0.0
431,MLPRegressor,region_job_r,MSE,0.003020666539669037,0.0
432,FMP,german_e,MSE Gap,0.2634406089782715,0.0
433,FairGNN,german_e,MSE Gap,0.04261660575866699,0.0
434,FairRegGNN,german_e,MSE Gap,0.057968080043792725,0.0
435,GATRegressor,german_e,MSE Gap,0.24556573500139303,0.0
436,GCNRegressor,german_e,MSE Gap,0.26633793115615845,0.0
437,GINRegressor,german_e,MSE Gap,0.19939080811645474,0.0
438,GMMD,german_e,MSE Gap,0.1873733203212972,0.0
439,GraphSAGERegressor,german_e,MSE Gap,0.3744993716342435,0.0
440,MLPRegressor,german_e,MSE Gap,0.3269135057926178,0.0
441,FMP,german_f,MSE Gap,0.2337293028831482,0.0
442,FairGNN,german_f,MSE Gap,0.04025298357009888,0.0
443,FairRegGNN,german_f,MSE Gap,0.05516636371612549,0.0
444,GATRegressor,german_f,MSE Gap,0.23246210174789284,0.0
445,GCNRegressor,german_f,MSE Gap,0.23585245760000956,0.0
446,GINRegressor,german_f,MSE Gap,0.3633761405944824,0.0
447,GMMD,german_f,MSE Gap,0.13955408753096615,0.0
448,GraphSAGERegressor,german_f,MSE Gap,0.350679349145285,0.0
449,MLPRegressor,german_f,MSE Gap,0.3782901167869568,0.0
450,FMP,german_g,MSE Gap,0.22324997186660767,0.0
451,FairGNN,german_g,MSE Gap,0.030034244060516357,0.0
452,FairRegGNN,german_g,MSE Gap,0.04885381460189819,0.0
453,GATRegressor,german_g,MSE Gap,0.2644585453018028,0.0
454,GCNRegressor,german_g,MSE Gap,0.2631819894555927,0.0
455,GINRegressor,german_g,MSE Gap,0.3613757723964072,0.0
456,GMMD,german_g,MSE Gap,0.14225658734329255,0.0
457,GraphSAGERegressor,german_g,MSE Gap,0.35780829191207886,0.0
458,MLPRegressor,german_g,MSE Gap,0.3256308436393738,0.0
459,FMP,german_h,MSE Gap,0.21457046270370483,0.0
460,FairGNN,german_h,MSE Gap,0.047367990016937256,0.0
461,FairRegGNN,german_h,MSE Gap,0.048668742179870605,0.0
462,GATRegressor,german_h,MSE Gap,0.25014418363571167,0.0
463,GCNRegressor,german_h,MSE Gap,0.2424269518167928,0.0
464,GINRegressor,german_h,MSE Gap,0.2735530365588169,0.0
465,GMMD,german_h,MSE Gap,0.12378950529239546,0.0
466,GraphSAGERegressor,german_h,MSE Gap,0.3448633551597595,0.0
467,MLPRegressor,german_h,MSE Gap,0.38176181574095014,0.0
468,FMP,german_s,MSE Gap,0.25034981966018677,0.0
469,FairGNN,german_s,MSE Gap,0.058335959911346436,0.0
470,FairRegGNN,german_s,MSE Gap,0.04360872507095337,0.0
471,GATRegressor,german_s,MSE Gap,0.19844772038055242,0.0
472,GCNRegressor,german_s,MSE Gap,0.24730083775134623,0.0
473,GINRegressor,german_s,MSE Gap,0.2673408643231182,0.0
474,GMMD,german_s,MSE Gap,0.1555438780872307,0.0
475,GraphSAGERegressor,german_s,MSE Gap,0.35763006564432476,0.0
476,MLPRegressor,german_s,MSE Gap,0.33994275789712647,0.0
477,FMP,german_t,MSE Gap,0.20802803337574005,0.0
478,FairGNN,german_t,MSE Gap,0.043578922748565674,0.0
479,FairRegGNN,german_t,MSE Gap,0.040293216705322266,0.0
480,GATRegressor,german_t,MSE Gap,0.25141453742980957,0.0
481,GCNRegressor,german_t,MSE Gap,0.25093321059709883,0.0
482,GINRegressor,german_t,MSE Gap,0.13399894902785076,0.0
483,GMMD,german_t,MSE Gap,0.14961339238795887,0.0
484,GraphSAGERegressor,german_t,MSE Gap,0.4118664264678955,0.0
485,MLPRegressor,german_t,MSE Gap,0.4103336036205292,0.0
486,FMP,nba_m,MSE Gap,0.09261934867257382,0.0
487,FairGNN,nba_m,MSE Gap,0.4378547668457031,0.0
488,FairRegGNN,nba_m,MSE Gap,0.07579497455640717,0.0
489,GATRegressor,nba_m,MSE Gap,0.15858782051472334,0.0
490,GCNRegressor,nba_m,MSE Gap,0.2760419298645791,0.0
491,GINRegressor,nba_m,MSE Gap,0.2042042042042042,0.0
492,GMMD,nba_m,MSE Gap,0.3096943675009936,0.0
493,GraphSAGERegressor,nba_m,MSE Gap,0.15420490503311157,0.0
494,MLPRegressor,nba_m,MSE Gap,0.14855828881263733,0.0
495,FMP,nba_p,MSE Gap,0.16819467676972627,0.0
496,FairGNN,nba_p,MSE Gap,0.12273013591766357,0.0
497,FairRegGNN,nba_p,MSE Gap,0.06909686326980591,0.0
498,GATRegressor,nba_p,MSE Gap,0.17538481950759888,0.0
499,GCNRegressor,nba_p,MSE Gap,0.1734229475259781,0.0
500,GINRegressor,nba_p,MSE Gap,0.40576563834887003,0.0
501,GMMD,nba_p,MSE Gap,0.32444995641708374,0.0
502,GraphSAGERegressor,nba_p,MSE Gap,0.21861783506274074,0.0
503,MLPRegressor,nba_p,MSE Gap,0.17544532149183395,0.0
504,FMP,region_job_2_g,MSE Gap,0.026799128858893663,0.0
505,FairGNN,region_job_2_g,MSE Gap,0.9124754379004413,0.0
506,FairRegGNN,region_job_2_g,MSE Gap,0.021516783042617466,0.0
507,GATRegressor,region_job_2_g,MSE Gap,0.04865104705095291,0.0
508,GCNRegressor,region_job_2_g,MSE Gap,0.025259059383681517,0.0
509,GINRegressor,region_job_2_g,MSE Gap,0.040372077809516266,0.0
510,GMMD,region_job_2_g,MSE Gap,0.029761817306280136,0.0
511,GraphSAGERegressor,region_job_2_g,MSE Gap,0.033658847878558884,0.0
512,MLPRegressor,region_job_2_g,MSE Gap,0.0317117372222254,0.0
513,FMP,region_job_2_r,MSE Gap,0.08644511550664902,0.0
514,FairGNN,region_job_2_r,MSE Gap,1.273364543914795,0.0
515,FairRegGNN,region_job_2_r,MSE Gap,0.039542242884635925,0.0
516,GATRegressor,region_job_2_r,MSE Gap,0.15312743186950684,0.0
517,GCNRegressor,region_job_2_r,MSE Gap,0.14564253389835358,0.0
518,GINRegressor,region_job_2_r,MSE Gap,0.1577283889055252,0.0
519,GMMD,region_job_2_r,MSE Gap,0.058245920930261985,0.0
520,GraphSAGERegressor,region_job_2_r,MSE Gap,0.0656358364843273,0.0
521,MLPRegressor,region_job_2_r,MSE Gap,0.06448553916968408,0.0
522,FMP,region_job_g,MSE Gap,0.016068976348505556,0.0
523,FairGNN,region_job_g,MSE Gap,0.6463724374771118,0.0
524,FairRegGNN,region_job_g,MSE Gap,0.013312458992004395,0.0
525,GATRegressor,region_job_g,MSE Gap,0.032801266055824375,0.0
526,GCNRegressor,region_job_g,MSE Gap,0.02295587584376335,0.0
527,GINRegressor,region_job_g,MSE Gap,0.02597224712371826,0.0
528,GMMD,region_job_g,MSE Gap,0.02658264711499214,0.0
529,GraphSAGERegressor,region_job_g,MSE Gap,0.026159683242440224,0.0
530,MLPRegressor,region_job_g,MSE Gap,0.027384765446186066,0.0
531,FMP,region_job_r,MSE Gap,0.04208965085539626,0.0
532,FairGNN,region_job_r,MSE Gap,1.0780975818634033,0.0
533,FairRegGNN,region_job_r,MSE Gap,0.041303219133630914,0.0
534,GATRegressor,region_job_r,MSE Gap,0.10989239811897278,0.0
535,GCNRegressor,region_job_r,MSE Gap,0.06777584552764893,0.0
536,GINRegressor,region_job_r,MSE Gap,0.09945879876613617,0.0
537,GMMD,region_job_r,MSE Gap,0.04368410098670916,0.0
538,GraphSAGERegressor,region_job_r,MSE Gap,0.047687664310916866,0.0
539,MLPRegressor,region_job_r,MSE Gap,0.04574619010921005,0.0
540,FMP,german_e,Mean Gap,0.19494146771508625,0.0
541,FairGNN,german_e,Mean Gap,0.04261654615402222,0.0
542,FairRegGNN,german_e,Mean Gap,0.05796802043914795,0.0
543,GATRegressor,german_e,Mean Gap,0.23595024645328522,0.0
544,GCNRegressor,german_e,Mean Gap,0.26214248179566096,0.0
545,GINRegressor,german_e,Mean Gap,0.13812776818557165,0.0
546,GMMD,german_e,Mean Gap,0.14462018013000488,0.0
547,GraphSAGERegressor,german_e,Mean Gap,0.33556039336386156,0.0
548,MLPRegressor,german_e,Mean Gap,0.29712484047744164,0.0
549,FMP,german_f,Mean Gap,0.2011169718391648,0.0
550,FairGNN,german_f,Mean Gap,0.0402529239654541,0.0
551,FairRegGNN,german_f,Mean Gap,0.05516636371612549,0.0
552,GATRegressor,german_f,Mean Gap,0.23225635290145874,0.0
553,GCNRegressor,german_f,Mean Gap,0.23575004935264587,0.0
554,GINRegressor,german_f,Mean Gap,0.18202972412109375,0.0
555,GMMD,german_f,Mean Gap,0.10444469354886227,0.0
556,GraphSAGERegressor,german_f,Mean Gap,0.3484887480735779,0.0
557,MLPRegressor,german_f,Mean Gap,0.37046768260641094,0.0
558,FMP,german_g,Mean Gap,0.18315038291345082,0.0
559,FairGNN,german_g,Mean Gap,0.030034124851226807,0.0
560,FairRegGNN,german_g,Mean Gap,0.04885375499725342,0.0
561,GATRegressor,german_g,Mean Gap,0.2550109028816223,0.0
562,GCNRegressor,german_g,Mean Gap,0.26318198442459106,0.0
563,GINRegressor,german_g,Mean Gap,0.2665497064590454,0.0
564,GMMD,german_g,Mean Gap,0.0983612653670364,0.0
565,GraphSAGERegressor,german_g,Mean Gap,0.3523889482021332,0.0
566,MLPRegressor,german_g,Mean Gap,0.2924705352451017,0.0
567,FMP,german_h,Mean Gap,0.20218402876183572,0.0
568,FairGNN,german_h,Mean Gap,0.047367751598358154,0.0
569,FairRegGNN,german_h,Mean Gap,0.04866868257522583,0.0
570,GATRegressor,german_h,Mean Gap,0.25014417314863213,0.0
571,GCNRegressor,german_h,Mean Gap,0.24192079901695251,0.0
572,GINRegressor,german_h,Mean Gap,0.2598996162414551,0.0
573,GMMD,german_h,Mean Gap,0.11102455854415894,0.0
574,GraphSAGERegressor,german_h,Mean Gap,0.32291966676712036,0.0
575,MLPRegressor,german_h,Mean Gap,0.3501238645747316,0.0
576,FMP,german_s,Mean Gap,0.21602473649913712,0.0
577,FairGNN,german_s,Mean Gap,0.05833578109741211,0.0
578,FairRegGNN,german_s,Mean Gap,0.04360872507095337,0.0
579,GATRegressor,german_s,Mean Gap,0.19844771921634674,0.0
580,GCNRegressor,german_s,Mean Gap,0.24636566638946533,0.0
581,GINRegressor,german_s,Mean Gap,0.25610804557800293,0.0
582,GMMD,german_s,Mean Gap,0.12174314260482788,0.0
583,GraphSAGERegressor,german_s,Mean Gap,0.34164101794159596,0.0
584,MLPRegressor,german_s,Mean Gap,0.3397623300552368,0.0
585,FMP,german_t,Mean Gap,0.1808212650873404,0.0
586,FairGNN,german_t,Mean Gap,0.04357880353927612,0.0
587,FairRegGNN,german_t,Mean Gap,0.040292978286743164,0.0
588,GATRegressor,german_t,Mean Gap,0.251414525579969,0.0
589,GCNRegressor,german_t,Mean Gap,0.2509332001209259,0.0
590,GINRegressor,german_t,Mean Gap,0.13321000337600708,0.0
591,GMMD,german_t,Mean Gap,0.10706931352615356,0.0
592,GraphSAGERegressor,german_t,Mean Gap,0.34299226784775916,0.0
593,MLPRegressor,german_t,Mean Gap,0.4093536521282186,0.0
594,FMP,nba_m,Mean Gap,0.052222371101379395,0.0
595,FairGNN,nba_m,Mean Gap,0.437854528427124,0.0
596,FairRegGNN,nba_m,Mean Gap,0.0710744857788086,0.0
597,GATRegressor,nba_m,Mean Gap,0.1560841202735901,0.0
598,GCNRegressor,nba_m,Mean Gap,0.24299593269824982,0.0
599,GINRegressor,nba_m,Mean Gap,0.18926073610782623,0.0
600,GMMD,nba_m,Mean Gap,0.28754422068595886,0.0
601,GraphSAGERegressor,nba_m,Mean Gap,0.15051916241645813,0.0
602,MLPRegressor,nba_m,Mean Gap,0.12956863641738892,0.0
603,FMP,nba_p,Mean Gap,0.16415798664093018,0.0
604,FairGNN,nba_p,Mean Gap,0.11062723398208618,0.0
605,FairRegGNN,nba_p,Mean Gap,0.06909674406051636,0.0
606,GATRegressor,nba_p,Mean Gap,0.1728242188692093,0.0
607,GCNRegressor,nba_p,Mean Gap,0.1581623893758478,0.0
608,GINRegressor,nba_p,Mean Gap,0.36276002029426685,0.0
609,GMMD,nba_p,Mean Gap,0.19279553526128868,0.0
610,GraphSAGERegressor,nba_p,Mean Gap,0.15169964485032977,0.0
611,MLPRegressor,nba_p,Mean Gap,0.15728056823947234,0.0
612,FMP,region_job_2_g,Mean Gap,0.02573893964290619,0.0
613,FairGNN,region_job_2_g,Mean Gap,0.9124753475189209,0.0
614,FairRegGNN,region_job_2_g,Mean Gap,0.011852111667394638,0.0
615,GATRegressor,region_job_2_g,Mean Gap,0.03767533258504264,0.0
616,GCNRegressor,region_job_2_g,Mean Gap,0.019977057352662086,0.0
617,GINRegressor,region_job_2_g,Mean Gap,0.02846818113077419,0.0
618,GMMD,region_job_2_g,Mean Gap,0.02537876508683461,0.0
619,GraphSAGERegressor,region_job_2_g,Mean Gap,0.027033984661102295,0.0
620,MLPRegressor,region_job_2_g,Mean Gap,0.028589874505996704,0.0
621,FMP,region_job_2_r,Mean Gap,0.08259208529369791,0.0
622,FairGNN,region_job_2_r,Mean Gap,0.7821518778800964,0.0
623,FairRegGNN,region_job_2_r,Mean Gap,0.0365963782373695,0.0
624,GATRegressor,region_job_2_r,Mean Gap,0.08556964276550771,0.0
625,GCNRegressor,region_job_2_r,Mean Gap,0.08477686815454033,0.0
626,GINRegressor,region_job_2_r,Mean Gap,0.12077849408850339,0.0
627,GMMD,region_job_2_r,Mean Gap,0.029030827805399895,0.0
628,GraphSAGERegressor,region_job_2_r,Mean Gap,0.025876136496663094,0.0
629,MLPRegressor,region_job_2_r,Mean Gap,0.027541490271687508,0.0
630,FMP,region_job_g,Mean Gap,0.014048292301595211,0.0
631,FairGNN,region_job_g,Mean Gap,0.6463724119330002,0.0
632,FairRegGNN,region_job_g,Mean Gap,0.012312561273574829,0.0
633,GATRegressor,region_job_g,Mean Gap,0.032615311443805695,0.0
634,GCNRegressor,region_job_g,Mean Gap,0.022008882632086245,0.0
635,GINRegressor,region_job_g,Mean Gap,0.025077149905756817,0.0
636,GMMD,region_job_g,Mean Gap,0.025515856165064615,0.0
637,GraphSAGERegressor,region_job_g,Mean Gap,0.02133801156338681,0.0
638,MLPRegressor,region_job_g,Mean Gap,0.022252105176448822,0.0
639,FMP,region_job_r,Mean Gap,0.04172993078827858,0.0
640,FairGNN,region_job_r,Mean Gap,0.6480172872543335,0.0
641,FairRegGNN,region_job_r,Mean Gap,0.038794249296188354,0.0
642,GATRegressor,region_job_r,Mean Gap,0.06329774539120137,0.0
643,GCNRegressor,region_job_r,Mean Gap,0.0641183853149414,0.0
644,GINRegressor,region_job_r,Mean Gap,0.07542317147154018,0.0
645,GMMD,region_job_r,Mean Gap,0.03256671503186226,0.0
646,GraphSAGERegressor,region_job_r,Mean Gap,0.029491998255252838,0.0
647,MLPRegressor,region_job_r,Mean Gap,0.03201990947127342,0.0
648,FMP,german_e,Neighborhood Consistency,0.0708816647529602,0.0
649,FairGNN,german_e,Neighborhood Consistency,0.008975736796855927,0.0
650,FairRegGNN,german_e,Neighborhood Consistency,0.00662807933986187,0.0
651,GATRegressor,german_e,Neighborhood Consistency,0.05718177556991577,0.0
652,GCNRegressor,german_e,Neighborhood Consistency,0.014209508895874023,0.0
653,GINRegressor,german_e,Neighborhood Consistency,0.08670103549957275,0.0
654,GMMD,german_e,Neighborhood Consistency,0.10729263722896576,0.0
655,GraphSAGERegressor,german_e,Neighborhood Consistency,0.05645418167114258,0.0
656,MLPRegressor,german_e,Neighborhood Consistency,0.05102425813674927,0.0
657,FMP,german_f,Neighborhood Consistency,0.0468747615814209,0.0
658,FairGNN,german_f,Neighborhood Consistency,0.0016355812549591064,0.0
659,FairRegGNN,german_f,Neighborhood Consistency,0.005139579996466637,0.0
660,GATRegressor,german_f,Neighborhood Consistency,0.03975725173950195,0.0
661,GCNRegressor,german_f,Neighborhood Consistency,0.0256766676902771,0.0
662,GINRegressor,german_f,Neighborhood Consistency,0.11811744421720505,0.0
663,GMMD,german_f,Neighborhood Consistency,0.09895902872085571,0.0
664,GraphSAGERegressor,german_f,Neighborhood Consistency,0.04639792442321777,0.0
665,MLPRegressor,german_f,Neighborhood Consistency,0.05611300468444824,0.0
666,FMP,german_g,Neighborhood Consistency,0.04768359661102295,0.0
667,FairGNN,german_g,Neighborhood Consistency,0.016803724691271782,0.0
668,FairRegGNN,german_g,Neighborhood Consistency,0.002547529526054859,0.0
669,GATRegressor,german_g,Neighborhood Consistency,0.02414393424987793,0.0
670,GCNRegressor,german_g,Neighborhood Consistency,0.04150921106338501,0.0
671,GINRegressor,german_g,Neighborhood Consistency,0.22353778779506683,0.0
672,GMMD,german_g,Neighborhood Consistency,0.06821906566619873,0.0
673,GraphSAGERegressor,german_g,Neighborhood Consistency,0.020394086837768555,0.0
674,MLPRegressor,german_g,Neighborhood Consistency,0.06479644775390625,0.0
675,FMP,german_h,Neighborhood Consistency,0.03808063268661499,0.0
676,FairGNN,german_h,Neighborhood Consistency,0.007761797867715359,0.0
677,FairRegGNN,german_h,Neighborhood Consistency,0.006125469226390123,0.0
678,GATRegressor,german_h,Neighborhood Consistency,0.03477513790130615,0.0
679,GCNRegressor,german_h,Neighborhood Consistency,0.021411895751953125,0.0
680,GINRegressor,german_h,Neighborhood Consistency,0.02768176794052124,0.0
681,GMMD,german_h,Neighborhood Consistency,0.07156287878751755,0.0
682,GraphSAGERegressor,german_h,Neighborhood Consistency,0.062445104122161865,0.0
683,MLPRegressor,german_h,Neighborhood Consistency,0.061126649379730225,0.0
684,FMP,german_s,Neighborhood Consistency,0.049220263957977295,0.0
685,FairGNN,german_s,Neighborhood Consistency,0.014660471118986607,0.0
686,FairRegGNN,german_s,Neighborhood Consistency,0.004912042059004307,0.0
687,GATRegressor,german_s,Neighborhood Consistency,0.007567703723907471,0.0
688,GCNRegressor,german_s,Neighborhood Consistency,0.032953500747680664,0.0
689,GINRegressor,german_s,Neighborhood Consistency,0.09889686107635498,0.0
690,GMMD,german_s,Neighborhood Consistency,0.10314467549324036,0.0
691,GraphSAGERegressor,german_s,Neighborhood Consistency,0.039325177669525146,0.0
692,MLPRegressor,german_s,Neighborhood Consistency,0.05053675174713135,0.0
693,FMP,german_t,Neighborhood Consistency,0.045321106910705566,0.0
694,FairGNN,german_t,Neighborhood Consistency,0.008379255421459675,0.0
695,FairRegGNN,german_t,Neighborhood Consistency,0.0017281612381339073,0.0
696,GATRegressor,german_t,Neighborhood Consistency,0.03530389070510864,0.0
697,GCNRegressor,german_t,Neighborhood Consistency,0.016222774982452393,0.0
698,GINRegressor,german_t,Neighborhood Consistency,0.10429830849170685,0.0
699,GMMD,german_t,Neighborhood Consistency,0.07562968134880066,0.0
700,GraphSAGERegressor,german_t,Neighborhood Consistency,0.012584507465362549,0.0
701,MLPRegressor,german_t,Neighborhood Consistency,0.02393174171447754,0.0
702,FMP,nba_m,Neighborhood Consistency,0.011271476745605469,0.0
703,FairGNN,nba_m,Neighborhood Consistency,0.3887023269746535,0.0
704,FairRegGNN,nba_m,Neighborhood Consistency,0.04506249725818634,0.0
705,GATRegressor,nba_m,Neighborhood Consistency,0.09390848875045776,0.0
706,GCNRegressor,nba_m,Neighborhood Consistency,0.02001655101776123,0.0
707,GINRegressor,nba_m,Neighborhood Consistency,0.01621103286743164,0.0
708,GMMD,nba_m,Neighborhood Consistency,0.16875874996185303,0.0
709,GraphSAGERegressor,nba_m,Neighborhood Consistency,0.012189388275146484,0.0
710,MLPRegressor,nba_m,Neighborhood Consistency,0.014679208397865295,0.0
711,FMP,nba_p,Neighborhood Consistency,0.05232197046279907,0.0
712,FairGNN,nba_p,Neighborhood Consistency,0.02645719051361084,0.0
713,FairRegGNN,nba_p,Neighborhood Consistency,0.02363348752260208,0.0
714,GATRegressor,nba_p,Neighborhood Consistency,0.045101940631866455,0.0
715,GCNRegressor,nba_p,Neighborhood Consistency,0.09208649396896362,0.0
716,GINRegressor,nba_p,Neighborhood Consistency,0.019185423851013184,0.0
717,GMMD,nba_p,Neighborhood Consistency,0.021492421627044678,0.0
718,GraphSAGERegressor,nba_p,Neighborhood Consistency,0.08045848459005356,0.0
719,MLPRegressor,nba_p,Neighborhood Consistency,0.024753719568252563,0.0
720,FMP,region_job_2_g,Neighborhood Consistency,0.005238860845565796,0.0
721,FairGNN,region_job_2_g,Neighborhood Consistency,0.44907283782958984,0.0
722,FairRegGNN,region_job_2_g,Neighborhood Consistency,0.0015603303909301758,0.0
723,GATRegressor,region_job_2_g,Neighborhood Consistency,0.004883140325546265,0.0
724,GCNRegressor,region_job_2_g,Neighborhood Consistency,0.005578577518463135,0.0
725,GINRegressor,region_job_2_g,Neighborhood Consistency,0.020351767539978027,0.0
726,GMMD,region_job_2_g,Neighborhood Consistency,0.01711028814315796,0.0
727,GraphSAGERegressor,region_job_2_g,Neighborhood Consistency,0.017101041972637177,0.0
728,MLPRegressor,region_job_2_g,Neighborhood Consistency,0.02234789729118347,0.0
729,FMP,region_job_2_r,Neighborhood Consistency,0.012378036975860596,0.0
730,FairGNN,region_job_2_r,Neighborhood Consistency,0.5198416665085018,0.0
731,FairRegGNN,region_job_2_r,Neighborhood Consistency,0.013904988765716553,0.0
732,GATRegressor,region_job_2_r,Neighborhood Consistency,0.005687087774276733,0.0
733,GCNRegressor,region_job_2_r,Neighborhood Consistency,0.027237236499786377,0.0
734,GINRegressor,region_job_2_r,Neighborhood Consistency,0.020128607749938965,0.0
735,GMMD,region_job_2_r,Neighborhood Consistency,0.010462045669555664,0.0
736,GraphSAGERegressor,region_job_2_r,Neighborhood Consistency,0.013209939002990723,0.0
737,MLPRegressor,region_job_2_r,Neighborhood Consistency,0.011298269033432007,0.0
738,FMP,region_job_g,Neighborhood Consistency,0.002025216817855835,0.0
739,FairGNN,region_job_g,Neighborhood Consistency,0.32171034812927246,0.0
740,FairRegGNN,region_job_g,Neighborhood Consistency,0.003720104694366455,0.0
741,GATRegressor,region_job_g,Neighborhood Consistency,0.008179694414138794,0.0
742,GCNRegressor,region_job_g,Neighborhood Consistency,0.0010027885437011719,0.0
743,GINRegressor,region_job_g,Neighborhood Consistency,0.018910910249474965,0.0
744,GMMD,region_job_g,Neighborhood Consistency,0.012883089482784271,0.0
745,GraphSAGERegressor,region_job_g,Neighborhood Consistency,0.00905626267194748,0.0
746,MLPRegressor,region_job_g,Neighborhood Consistency,0.013274069875478745,0.0
747,FMP,region_job_r,Neighborhood Consistency,0.00472685694694519,0.0
748,FairGNN,region_job_r,Neighborhood Consistency,0.29955077171325684,0.0
749,FairRegGNN,region_job_r,Neighborhood Consistency,0.0195920467376709,0.0
750,GATRegressor,region_job_r,Neighborhood Consistency,6.48200511932373e-05,0.0
751,GCNRegressor,region_job_r,Neighborhood Consistency,0.016373634338378906,0.0
752,GINRegressor,region_job_r,Neighborhood Consistency,0.010962069034576416,0.0
753,GMMD,region_job_r,Neighborhood Consistency,0.00426945835351944,0.0
754,GraphSAGERegressor,region_job_r,Neighborhood Consistency,0.004809096455574036,0.0
755,MLPRegressor,region_job_r,Neighborhood Consistency,0.003020666539669037,0.0
756,FMP,german_e,Var Gap,0.3373620599054125,0.0
757,FairGNN,german_e,Var Gap,0.24209894152090683,0.0
758,FairRegGNN,german_e,Var Gap,0.13625103220478943,0.0
759,GATRegressor,german_e,Var Gap,0.33841303205465056,0.0
760,GCNRegressor,german_e,Var Gap,0.35933029651641846,0.0
761,GINRegressor,german_e,Var Gap,0.9163035154342651,0.0
762,GMMD,german_e,Var Gap,0.4012107253074646,0.0
763,GraphSAGERegressor,german_e,Var Gap,0.4524156153202057,0.0
764,MLPRegressor,german_e,Var Gap,0.4764567017555237,0.0
765,FMP,german_f,Var Gap,0.35605435027400345,0.0
766,FairGNN,german_f,Var Gap,0.14315742061406803,0.0
767,FairRegGNN,german_f,Var Gap,0.11582225561141968,0.0
768,GATRegressor,german_f,Var Gap,0.3111628256136927,0.0
769,GCNRegressor,german_f,Var Gap,0.3563649654388428,0.0
770,GINRegressor,german_f,Var Gap,0.9442002773284912,0.0
771,GMMD,german_f,Var Gap,0.37668219208717346,0.0
772,GraphSAGERegressor,german_f,Var Gap,0.4226331412792206,0.0
773,MLPRegressor,german_f,Var Gap,0.421018123626709,0.0
774,FMP,german_g,Var Gap,0.3184445612191277,0.0
775,FairGNN,german_g,Var Gap,0.3064334509421215,0.0
776,FairRegGNN,german_g,Var Gap,0.11590721417311013,0.0
777,GATRegressor,german_g,Var Gap,0.31758055090904236,0.0
778,GCNRegressor,german_g,Var Gap,0.33707141876220703,0.0
779,GINRegressor,german_g,Var Gap,0.9472516179084778,0.0
780,GMMD,german_g,Var Gap,0.36608582735061646,0.0
781,GraphSAGERegressor,german_g,Var Gap,0.3905862923203964,0.0
782,MLPRegressor,german_g,Var Gap,0.415449857711792,0.0
783,FMP,german_h,Var Gap,0.37039261316717964,0.0
784,FairGNN,german_h,Var Gap,0.4975602432249831,0.0
785,FairRegGNN,german_h,Var Gap,0.14766158696794535,0.0
786,GATRegressor,german_h,Var Gap,0.3008032429997748,0.0
787,GCNRegressor,german_h,Var Gap,0.35485124588012695,0.0
788,GINRegressor,german_h,Var Gap,0.6186138987541199,0.0
789,GMMD,german_h,Var Gap,0.3753938376903534,0.0
790,GraphSAGERegressor,german_h,Var Gap,0.42695504426956177,0.0
791,MLPRegressor,german_h,Var Gap,0.4236243665218353,0.0
792,FMP,german_s,Var Gap,0.31273928383754973,0.0
793,FairGNN,german_s,Var Gap,0.6532542601906763,0.0
794,FairRegGNN,german_s,Var Gap,0.14203137902559868,0.0
795,GATRegressor,german_s,Var Gap,0.2879663688912244,0.0
796,GCNRegressor,german_s,Var Gap,0.34581258893013,0.0
797,GINRegressor,german_s,Var Gap,1.1268640756607056,0.0
798,GMMD,german_s,Var Gap,0.4330368936061859,0.0
799,GraphSAGERegressor,german_s,Var Gap,0.3662479817867279,0.0
800,MLPRegressor,german_s,Var Gap,0.4210954010486603,0.0
801,FMP,german_t,Var Gap,0.34584490653854816,0.0
802,FairGNN,german_t,Var Gap,0.3858569176488252,0.0
803,FairRegGNN,german_t,Var Gap,0.11305457548232115,0.0
804,GATRegressor,german_t,Var Gap,0.3109376172959988,0.0
805,GCNRegressor,german_t,Var Gap,0.3317476809024811,0.0
806,GINRegressor,german_t,Var Gap,0.5269681215286255,0.0
807,GMMD,german_t,Var Gap,0.33907350897789,0.0
808,GraphSAGERegressor,german_t,Var Gap,0.44173845648765564,0.0
809,MLPRegressor,german_t,Var Gap,0.4194402790344314,0.0
810,FMP,nba_m,Var Gap,0.4830833673477173,0.0
811,FairGNN,nba_m,Var Gap,1.6008946895599365,0.0
812,FairRegGNN,nba_m,Var Gap,0.21421421421421422,0.0
813,GATRegressor,nba_m,Var Gap,0.21280086040496826,0.0
814,GCNRegressor,nba_m,Var Gap,0.38757771253585815,0.0
815,GINRegressor,nba_m,Var Gap,0.6545523405075073,0.0
816,GMMD,nba_m,Var Gap,0.4996781200170517,0.0
817,GraphSAGERegressor,nba_m,Var Gap,0.16726351850614826,0.0
818,MLPRegressor,nba_m,Var Gap,0.1719707242931958,0.0
819,FMP,nba_p,Var Gap,0.2572298325722983,0.0
820,FairGNN,nba_p,Var Gap,0.365296803652968,0.0
