,Model,Dataset,Metric,Mean,Std
98,MLPRegressor,region_job_g,Error Gap,0.020653074943872883,0.0
99,FMP,region_job_r,Error Gap,0.004954442381858826,0.0
100,FairGNN,region_job_r,Error Gap,0.2995508909225464,0.0
101,FairRegGNN,region_job_r,Error Gap,0.019592106342315674,0.0
102,GATRegressor,region_job_r,Error Gap,0.008938908576965332,0.0
103,GCNRegressor,region_job_r,Error Gap,0.016373634338378906,0.0
104,GINRegressor,region_job_r,Error Gap,0.01545727252960205,0.0
105,GMMD,region_job_r,Error Gap,0.0042694732546806335,0.0
106,GraphSAGERegressor,region_job_r,Error Gap,0.004809103906154633,0.0
107,MLPRegressor,region_job_r,Error Gap,0.0030343346297740936,0.0
108,FMP,german_e,KS Gap,1.024043083190918,0.0
109,FairGNN,german_e,KS Gap,1.095358967781067,0.0
110,FairRegGNN,german_e,KS Gap,1.085451602935791,0.0
111,GATRegressor,german_e,KS Gap,1.0099505186080933,0.0
112,GCNRegressor,german_e,KS Gap,1.044376254081726,0.0
113,GINRegressor,german_e,KS Gap,1.8086766004562378,0.0
114,GMMD,german_e,KS Gap,1.035184621810913,0.0
115,GraphSAGERegressor,german_e,KS Gap,1.0480884313583374,0.0
116,MLPRegressor,german_e,KS Gap,1.064215898513794,0.0
117,FMP,german_f,KS Gap,1.0163862705230713,0.0
118,FairGNN,german_f,KS Gap,1.079000473022461,0.0
119,FairRegGNN,german_f,KS Gap,1.0801317691802979,0.0
120,GATRegressor,german_f,KS Gap,0.9866842031478882,0.0
121,GCNRegressor,german_f,KS Gap,1.0462065935134888,0.0
122,GINRegressor,german_f,KS Gap,1.7198642492294312,0.0
123,GMMD,german_f,KS Gap,1.016069769859314,0.0
124,GraphSAGERegressor,german_f,KS Gap,1.047899603843689,0.0
125,MLPRegressor,german_f,KS Gap,1.0590112209320068,0.0
126,FMP,german_g,KS Gap,1.0084205865859985,0.0
127,FairGNN,german_g,KS Gap,1.0957669019699097,0.0
128,FairRegGNN,german_g,KS Gap,1.071010947227478,0.0
129,GATRegressor,german_g,KS Gap,1.0156185626983643,0.0
130,GCNRegressor,german_g,KS Gap,1.0430188179016113,0.0
131,GINRegressor,german_g,KS Gap,1.8088300228118896,0.0
132,GMMD,german_g,KS Gap,0.9755094051361084,0.0
133,GraphSAGERegressor,german_g,KS Gap,1.030843734741211,0.0
134,MLPRegressor,german_g,KS Gap,1.0309780836105347,0.0
135,FMP,german_h,KS Gap,1.0007127523422241,0.0
136,FairGNN,german_h,KS Gap,1.091257095336914,0.0
137,FairRegGNN,german_h,KS Gap,1.0683021545410156,0.0
138,GATRegressor,german_h,KS Gap,1.0318299531936646,0.0
139,GCNRegressor,german_h,KS Gap,1.0430949926376343,0.0
140,GINRegressor,german_h,KS Gap,1.3312736749649048,0.0
141,GMMD,german_h,KS Gap,0.9875110983848572,0.0
142,GraphSAGERegressor,german_h,KS Gap,1.0670411586761475,0.0
143,MLPRegressor,german_h,KS Gap,1.0799592733383179,0.0
144,FMP,german_s,KS Gap,1.0344172716140747,0.0
145,FairGNN,german_s,KS Gap,1.103387475013733,0.0
146,FairRegGNN,german_s,KS Gap,1.0762499570846558,0.0
147,GATRegressor,german_s,KS Gap,1.0087339878082275,0.0
148,GCNRegressor,german_s,KS Gap,1.0544377565383911,0.0
149,GINRegressor,german_s,KS Gap,2.079282283782959,0.0
150,GMMD,german_s,KS Gap,1.0260204076766968,0.0
151,GraphSAGERegressor,german_s,KS Gap,1.0003116130828857,0.0
152,MLPRegressor,german_s,KS Gap,1.0739555358886719,0.0
153,FMP,german_t,KS Gap,1.0048683881759644,0.0
154,FairGNN,german_t,KS Gap,1.0909978151321411,0.0
155,FairRegGNN,german_t,KS Gap,1.078855037689209,0.0
156,GATRegressor,german_t,KS Gap,1.0084270238876343,0.0
157,GCNRegressor,german_t,KS Gap,1.0321282148361206,0.0
158,GINRegressor,german_t,KS Gap,1.1373810768127441,0.0
159,GMMD,german_t,KS Gap,0.9961428046226501,0.0
160,GraphSAGERegressor,german_t,KS Gap,1.0597788095474243,0.0
161,MLPRegressor,german_t,KS Gap,1.0420817136764526,0.0
162,FMP,nba_m,KS Gap,0.5569612383842468,0.0
163,FairGNN,nba_m,KS Gap,1.7698657512664795,0.0
164,FairRegGNN,nba_m,KS Gap,0.863699734210968,0.0
165,GATRegressor,nba_m,KS Gap,0.8320327401161194,0.0
166,GCNRegressor,nba_m,KS Gap,0.7870808839797974,0.0
167,GINRegressor,nba_m,KS Gap,1.013121247291565,0.0
168,GMMD,nba_m,KS Gap,1.1250900030136108,0.0
169,GraphSAGERegressor,nba_m,KS Gap,1.077126145362854,0.0
170,MLPRegressor,nba_m,KS Gap,1.0851374864578247,0.0
171,FMP,nba_p,KS Gap,0.5850508213043213,0.0
172,FairGNN,nba_p,KS Gap,0.9708158373832703,0.0
173,FairRegGNN,nba_p,KS Gap,0.7074385285377502,0.0
174,GATRegressor,nba_p,KS Gap,0.6981481909751892,0.0
175,GCNRegressor,nba_p,KS Gap,0.6368789076805115,0.0
176,GINRegressor,nba_p,KS Gap,0.8479432463645935,0.0
177,GMMD,nba_p,KS Gap,1.1310175657272339,0.0
178,GraphSAGERegressor,nba_p,KS Gap,1.1039475202560425,0.0
179,MLPRegressor,nba_p,KS Gap,1.1183727979660034,0.0
180,FMP,region_job_2_g,KS Gap,0.4985869824886322,0.0
181,FairGNN,region_job_2_g,KS Gap,4.329047679901123,0.0
182,FairRegGNN,region_job_2_g,KS Gap,0.5705867409706116,0.0
183,GATRegressor,region_job_2_g,KS Gap,0.7723894715309143,0.0
184,GCNRegressor,region_job_2_g,KS Gap,0.5427123308181763,0.0
185,GINRegressor,region_job_2_g,KS Gap,0.6422702074050903,0.0
186,GMMD,region_job_2_g,KS Gap,0.9595432281494141,0.0
187,GraphSAGERegressor,region_job_2_g,KS Gap,0.9518308639526367,0.0
188,MLPRegressor,region_job_2_g,KS Gap,0.9591328501701355,0.0
189,FMP,region_job_2_r,KS Gap,0.3784818947315216,0.0
190,FairGNN,region_job_2_r,KS Gap,3.764800786972046,0.0
191,FairRegGNN,region_job_2_r,KS Gap,0.6284710764884949,0.0
192,GATRegressor,region_job_2_r,KS Gap,0.771410346031189,0.0
193,GCNRegressor,region_job_2_r,KS Gap,0.5562694072723389,0.0
194,GINRegressor,region_job_2_r,KS Gap,0.6464898586273193,0.0
195,GMMD,region_job_2_r,KS Gap,0.9592099189758301,0.0
196,GraphSAGERegressor,region_job_2_r,KS Gap,0.9522634744644165,0.0
197,MLPRegressor,region_job_2_r,KS Gap,0.9585932493209839,0.0
198,FMP,region_job_g,KS Gap,0.473503440618515,0.0
199,FairGNN,region_job_g,KS Gap,4.201948642730713,0.0
200,FairRegGNN,region_job_g,KS Gap,0.5564145445823669,0.0
201,GATRegressor,region_job_g,KS Gap,0.7734453082084656,0.0
202,GCNRegressor,region_job_g,KS Gap,0.5406345129013062,0.0
203,GINRegressor,region_job_g,KS Gap,0.668708860874176,0.0
204,GMMD,region_job_g,KS Gap,0.9642760157585144,0.0
205,GraphSAGERegressor,region_job_g,KS Gap,0.9502535462379456,0.0
206,MLPRegressor,region_job_g,KS Gap,0.9596500992774963,0.0
207,FMP,region_job_r,KS Gap,0.4702921211719513,0.0
208,FairGNN,region_job_r,KS Gap,2.8952090740203857,0.0
209,FairRegGNN,region_job_r,KS Gap,0.6531948447227478,0.0
210,GATRegressor,region_job_r,KS Gap,0.7848278284072876,0.0
211,GCNRegressor,region_job_r,KS Gap,0.536455512046814,0.0
212,GINRegressor,region_job_r,KS Gap,0.704001784324646,0.0
213,GMMD,region_job_r,KS Gap,0.9598625302314758,0.0
214,GraphSAGERegressor,region_job_r,KS Gap,0.9522144794464111,0.0
215,MLPRegressor,region_job_r,KS Gap,0.9582273364067078,0.0
216,FMP,german_e,MAE Gap,0.29159078001976013,0.0
217,FairGNN,german_e,MAE Gap,0.10086524486541748,0.0
218,FairRegGNN,german_e,MAE Gap,0.120819091796875,0.0
219,GATRegressor,german_e,MAE Gap,0.3248956501483917,0.0
220,GCNRegressor,german_e,MAE Gap,0.2663379419631638,0.0
221,GINRegressor,german_e,MAE Gap,0.275526762008667,0.0
222,GMMD,german_e,MAE Gap,0.3428364396095276,0.0
223,GraphSAGERegressor,german_e,MAE Gap,0.3744993805885315,0.0
224,MLPRegressor,german_e,MAE Gap,0.3283294438124464,0.0
225,FMP,german_f,MAE Gap,0.24029934406280518,0.0
226,FairGNN,german_f,MAE Gap,0.08667230606079102,0.0
227,FairRegGNN,german_f,MAE Gap,0.09143457698370994,0.0
228,GATRegressor,german_f,MAE Gap,0.2854181230068207,0.0
229,GCNRegressor,german_f,MAE Gap,0.2508069964717364,0.0
230,GINRegressor,german_f,MAE Gap,0.5266158580780029,0.0
231,GMMD,german_f,MAE Gap,0.2717209458351135,0.0
232,GraphSAGERegressor,german_f,MAE Gap,0.36160948877711885,0.0
233,MLPRegressor,german_f,MAE Gap,0.37951274740962526,0.0
234,FMP,german_g,MAE Gap,0.25648367404937744,0.0
235,FairGNN,german_g,MAE Gap,0.07910239696502686,0.0
236,FairRegGNN,german_g,MAE Gap,0.11032301187515259,0.0
237,GATRegressor,german_g,MAE Gap,0.2863899106673673,0.0
238,GCNRegressor,german_g,MAE Gap,0.27918324450116355,0.0
239,GINRegressor,german_g,MAE Gap,0.4804701805114746,0.0
240,GMMD,german_g,MAE Gap,0.2134639024734497,0.0
241,GraphSAGERegressor,german_g,MAE Gap,0.357808297762471,0.0
242,MLPRegressor,german_g,MAE Gap,0.32759090822261916,0.0
243,FMP,german_h,MAE Gap,0.2151287943124771,0.0
244,FairGNN,german_h,MAE Gap,0.11269629001617432,0.0
245,FairRegGNN,german_h,MAE Gap,0.10173672437667847,0.0
246,GATRegressor,german_h,MAE Gap,0.2733570337295532,0.0
247,GCNRegressor,german_h,MAE Gap,0.2607161624502665,0.0
248,GINRegressor,german_h,MAE Gap,0.2858435609026604,0.0
249,GMMD,german_h,MAE Gap,0.2936684489250183,0.0
250,GraphSAGERegressor,german_h,MAE Gap,0.35014368579654076,0.0
251,MLPRegressor,german_h,MAE Gap,0.3817618191242218,0.0
252,FMP,german_s,MAE Gap,0.2670597732067108,0.0
253,FairGNN,german_s,MAE Gap,0.1017996072769165,0.0
254,FairRegGNN,german_s,MAE Gap,0.09226381778717041,0.0
255,GATRegressor,german_s,MAE Gap,0.20846295356750488,0.0
256,GCNRegressor,german_s,MAE Gap,0.2492305382478793,0.0
257,GINRegressor,german_s,MAE Gap,0.32549452781677246,0.0
258,GMMD,german_s,MAE Gap,0.32404905557632446,0.0
259,GraphSAGERegressor,german_s,MAE Gap,0.35763007402420044,0.0
260,MLPRegressor,german_s,MAE Gap,0.34171608738082726,0.0
261,FMP,german_t,MAE Gap,0.20841985940933228,0.0
262,FairGNN,german_t,MAE Gap,0.1027677059173584,0.0
263,FairRegGNN,german_t,MAE Gap,0.09020888805389404,0.0
264,GATRegressor,german_t,MAE Gap,0.2548603415489197,0.0
265,GCNRegressor,german_t,MAE Gap,0.2981007431874484,0.0
266,GINRegressor,german_t,MAE Gap,0.3443866968154907,0.0
267,GMMD,german_t,MAE Gap,0.27909886837005615,0.0
268,GraphSAGERegressor,german_t,MAE Gap,0.41245384772146176,0.0
269,MLPRegressor,german_t,MAE Gap,0.41944026947021484,0.0
270,FMP,nba_m,MAE Gap,0.13563563563563563,0.0
271,FairGNN,nba_m,MAE Gap,0.5603315234184265,0.0
272,FairRegGNN,nba_m,MAE Gap,0.08860330283641815,0.0
273,GATRegressor,nba_m,MAE Gap,0.16466466466466467,0.0
274,GCNRegressor,nba_m,MAE Gap,0.3183183183183183,0.0
275,GINRegressor,nba_m,MAE Gap,0.2150832792712343,0.0
276,GMMD,nba_m,MAE Gap,0.33933025598526,0.0
277,GraphSAGERegressor,nba_m,MAE Gap,0.16616616616616617,0.0
278,MLPRegressor,nba_m,MAE Gap,0.16616616616616617,0.0
279,FMP,nba_p,MAE Gap,0.2285376340150833,0.0
280,FairGNN,nba_p,MAE Gap,0.14478351801013906,0.0
281,FairRegGNN,nba_p,MAE Gap,0.15519481897354126,0.0
282,GATRegressor,nba_p,MAE Gap,0.1780132025759998,0.0
283,GCNRegressor,nba_p,MAE Gap,0.1919461488723755,0.0
284,GINRegressor,nba_p,MAE Gap,0.4379633069038391,0.0
285,GMMD,nba_p,MAE Gap,0.32457420229911804,0.0
286,GraphSAGERegressor,nba_p,MAE Gap,0.2905730605125427,0.0
287,MLPRegressor,nba_p,MAE Gap,0.20824255049228668,0.0
288,FMP,region_job_2_g,MAE Gap,0.031611553779448916,0.0
289,FairGNN,region_job_2_g,MAE Gap,1.0288209915161133,0.0
290,FairRegGNN,region_job_2_g,MAE Gap,0.027514147786429997,0.0
291,GATRegressor,region_job_2_g,MAE Gap,0.051744178621735006,0.0
292,GCNRegressor,region_job_2_g,MAE Gap,0.02803847929318482,0.0
293,GINRegressor,region_job_2_g,MAE Gap,0.04503053426742554,0.0
294,GMMD,region_job_2_g,MAE Gap,0.04213259369134903,0.0
295,GraphSAGERegressor,region_job_2_g,MAE Gap,0.05151873826980591,0.0
296,MLPRegressor,region_job_2_g,MAE Gap,0.0533248707652092,0.0
297,FMP,region_job_2_r,MAE Gap,0.0866302595375241,0.0
298,FairGNN,region_job_2_r,MAE Gap,1.279786949520082,0.0
299,FairRegGNN,region_job_2_r,MAE Gap,0.04364932456279374,0.0
300,GATRegressor,region_job_2_r,MAE Gap,0.1533928835779251,0.0
301,GCNRegressor,region_job_2_r,MAE Gap,0.1461435765538619,0.0
302,GINRegressor,region_job_2_r,MAE Gap,0.1577283952546771,0.0
303,GMMD,region_job_2_r,MAE Gap,0.11946336179971695,0.0
304,GraphSAGERegressor,region_job_2_r,MAE Gap,0.13855357468128204,0.0
305,MLPRegressor,region_job_2_r,MAE Gap,0.13019683957099915,0.0
306,FMP,region_job_g,MAE Gap,0.020537960247801024,0.0
307,FairGNN,region_job_g,MAE Gap,0.8425675630569458,0.0
308,FairRegGNN,region_job_g,MAE Gap,0.013424315266311292,0.0
309,GATRegressor,region_job_g,MAE Gap,0.03432094668008715,0.0
310,GCNRegressor,region_job_g,MAE Gap,0.025090760371613268,0.0
311,GINRegressor,region_job_g,MAE Gap,0.03380650281906128,0.0
312,GMMD,region_job_g,MAE Gap,0.02805021736474475,0.0
313,GraphSAGERegressor,region_job_g,MAE Gap,0.02955019287765026,0.0
314,MLPRegressor,region_job_g,MAE Gap,0.03157140623573147,0.0
315,FMP,region_job_r,MAE Gap,0.046972541056638006,0.0
316,FairGNN,region_job_r,MAE Gap,1.080546935697747,0.0
317,FairRegGNN,region_job_r,MAE Gap,0.044356912056468356,0.0
318,GATRegressor,region_job_r,MAE Gap,0.11170620515327846,0.0
319,GCNRegressor,region_job_r,MAE Gap,0.08199642908626573,0.0
320,GINRegressor,region_job_r,MAE Gap,0.09974379696225258,0.0
321,GMMD,region_job_r,MAE Gap,0.07481949031352997,0.0
322,GraphSAGERegressor,region_job_r,MAE Gap,0.08182807266712189,0.0
323,MLPRegressor,region_job_r,MAE Gap,0.07769246399402618,0.0
324,FMP,german_e,MSE,0.05014663189649582,0.0
325,FairGNN,german_e,MSE,1.7916609067469835e-05,0.0
326,FairRegGNN,german_e,MSE,0.0005287204403430223,0.0
327,GATRegressor,german_e,MSE,0.05718165636062622,0.0
328,GCNRegressor,german_e,MSE,0.014209449291229248,0.0
329,GINRegressor,german_e,MSE,0.0867009162902832,0.0
330,GMMD,german_e,MSE,0.0950494110584259,0.0
331,GraphSAGERegressor,german_e,MSE,0.05645418167114258,0.0
332,MLPRegressor,german_e,MSE,0.05102419853210449,0.0
333,FMP,german_f,MSE,0.029287654906511307,0.0
334,FairGNN,german_f,MSE,1.5257573977578431e-05,0.0
335,FairRegGNN,german_f,MSE,6.132037378847599e-05,0.0
336,GATRegressor,german_f,MSE,0.0397571325302124,0.0
337,GCNRegressor,german_f,MSE,0.025676608085632324,0.0
338,GINRegressor,german_f,MSE,0.08039936941671046,0.0
339,GMMD,german_f,MSE,0.032452404499053955,0.0
340,GraphSAGERegressor,german_f,MSE,0.04639792442321777,0.0
341,MLPRegressor,german_f,MSE,0.05611294507980347,0.0
342,FMP,german_g,MSE,0.02654975652694702,0.0
343,FairGNN,german_g,MSE,1.999910455197096e-05,0.0
344,FairRegGNN,german_g,MSE,0.0012550614774227142,0.0
345,GATRegressor,german_g,MSE,0.02414381504058838,0.0
346,GCNRegressor,german_g,MSE,0.041509151458740234,0.0
347,GINRegressor,german_g,MSE,0.15902823209762573,0.0
348,GMMD,german_g,MSE,0.0005150884389877319,0.0
349,GraphSAGERegressor,german_g,MSE,0.020393967628479004,0.0
350,MLPRegressor,german_g,MSE,0.06479638814926147,0.0
351,FMP,german_h,MSE,0.02805040031671524,0.0
352,FairGNN,german_h,MSE,6.29021305940114e-05,0.0
353,FairRegGNN,german_h,MSE,0.0007479628548026085,0.0
354,GATRegressor,german_h,MSE,0.008752167224884033,0.0
355,GCNRegressor,german_h,MSE,0.0214117169380188,0.0
356,GINRegressor,german_h,MSE,0.027681708335876465,0.0
357,GMMD,german_h,MSE,0.018658846616744995,0.0
358,GraphSAGERegressor,german_h,MSE,0.062444984912872314,0.0
359,MLPRegressor,german_h,MSE,0.04250948131084442,0.0
360,FMP,german_s,MSE,0.02850191295146942,0.0
361,FairGNN,german_s,MSE,6.174457666929811e-05,0.0
362,FairRegGNN,german_s,MSE,0.0014614250976592302,0.0
363,GATRegressor,german_s,MSE,0.007567644119262695,0.0
364,GCNRegressor,german_s,MSE,0.032953500747680664,0.0
365,GINRegressor,german_s,MSE,0.07766389846801758,0.0
366,GMMD,german_s,MSE,0.02703857421875,0.0
367,GraphSAGERegressor,german_s,MSE,0.03932511806488037,0.0
368,MLPRegressor,german_s,MSE,0.05053669214248657,0.0
369,FMP,german_t,MSE,0.033065296709537506,0.0
370,FairGNN,german_t,MSE,7.526722038164735e-05,0.0
371,FairRegGNN,german_t,MSE,0.0008008312433958054,0.0
372,GATRegressor,german_t,MSE,0.019831858575344086,0.0
373,GCNRegressor,german_t,MSE,0.016222655773162842,0.0
374,GINRegressor,german_t,MSE,0.05424721539020538,0.0
375,GMMD,german_t,MSE,0.025731831789016724,0.0
376,GraphSAGERegressor,german_t,MSE,0.012584507465362549,0.0
377,MLPRegressor,german_t,MSE,0.023931682109832764,0.0
378,FMP,nba_m,MSE,0.011271476745605469,0.0
379,FairGNN,nba_m,MSE,0.18083298206329346,0.0
380,FairRegGNN,nba_m,MSE,0.020280413329601288,0.0
381,GATRegressor,nba_m,MSE,0.07529991120100021,0.0
382,GCNRegressor,nba_m,MSE,0.0029968619346618652,0.0
383,GINRegressor,nba_m,MSE,0.002416372299194336,0.0
384,GMMD,nba_m,MSE,0.16875874996185303,0.0
385,GraphSAGERegressor,nba_m,MSE,0.012189388275146484,0.0
386,MLPRegressor,nba_m,MSE,0.013198889791965485,0.0
387,FMP,nba_p,MSE,0.05088132619857788,0.0
388,FairGNN,nba_p,MSE,0.023859471082687378,0.0
389,FairRegGNN,nba_p,MSE,6.847130134701729e-05,0.0
390,GATRegressor,nba_p,MSE,0.0016425065696239471,0.0
391,GCNRegressor,nba_p,MSE,0.07364054024219513,0.0
392,GINRegressor,nba_p,MSE,0.019185364246368408,0.0
393,GMMD,nba_p,MSE,0.02112734317779541,0.0
394,GraphSAGERegressor,nba_p,MSE,0.08001708984375,0.0
395,MLPRegressor,nba_p,MSE,0.0177779458463192,0.0
396,FMP,region_job_2_g,MSE,0.0005378425121307373,0.0
397,FairGNN,region_job_2_g,MSE,0.3495981362209285,0.0
398,FairRegGNN,region_job_2_g,MSE,0.0015602707862854004,0.0
399,GATRegressor,region_job_2_g,MSE,0.004883080720901489,0.0
400,GCNRegressor,region_job_2_g,MSE,0.005578517913818359,0.0
401,GINRegressor,region_job_2_g,MSE,0.0012525320053100586,0.0
402,GMMD,region_job_2_g,MSE,0.012679118663072586,0.0
403,GraphSAGERegressor,region_job_2_g,MSE,0.009298020973801613,0.0
404,MLPRegressor,region_job_2_g,MSE,0.01292422041296959,0.0
405,FMP,region_job_2_r,MSE,0.011570945382118225,0.0
406,FairGNN,region_job_2_r,MSE,0.4695838689804077,0.0
407,FairRegGNN,region_job_2_r,MSE,0.013904988765716553,0.0
408,GATRegressor,region_job_2_r,MSE,0.004246830940246582,0.0
409,GCNRegressor,region_job_2_r,MSE,0.027237236499786377,0.0
410,GINRegressor,region_job_2_r,MSE,0.013866782188415527,0.0
411,GMMD,region_job_2_r,MSE,0.006797071546316147,0.0
412,GraphSAGERegressor,region_job_2_r,MSE,0.005995884537696838,0.0
413,MLPRegressor,region_job_2_r,MSE,0.0071109868586063385,0.0
414,FMP,region_job_g,MSE,0.0003151893615722656,0.0
415,FairGNN,region_job_g,MSE,0.25333556878107266,0.0
416,FairRegGNN,region_job_g,MSE,0.003720104694366455,0.0
417,GATRegressor,region_job_g,MSE,0.008179664611816406,0.0
418,GCNRegressor,region_job_g,MSE,0.00028192996978759766,0.0
419,GINRegressor,region_job_g,MSE,0.013084203004837036,0.0
420,GMMD,region_job_g,MSE,0.011407434940338135,0.0
421,GraphSAGERegressor,region_job_g,MSE,0.0011768937110900879,0.0
