,Model,Dataset,Metric,Mean,Std
417,FairGNN,german_s,MSE Gap,0.058335959911346436,0.0
418,FairRegGNN,german_s,MSE Gap,0.048697590827941895,0.0
419,GATRegressor,german_s,MSE Gap,0.1984477110655089,0.0
420,GCNRegressor,german_s,MSE Gap,0.24730084274095882,0.0
421,GINRegressor,german_s,MSE Gap,0.267340749037954,0.0
422,GraphSAGERegressor,german_s,MSE Gap,0.35763006476452874,0.0
423,MLPRegressor,german_s,MSE Gap,0.33994275789712647,0.0
424,FMP,german_t,MSE Gap,0.20802803337574005,0.0
425,FairGNN,german_t,MSE Gap,0.043578922748565674,0.0
426,FairRegGNN,german_t,MSE Gap,0.051556944847106934,0.0
427,GATRegressor,german_t,MSE Gap,0.25141453742980957,0.0
428,GCNRegressor,german_t,MSE Gap,0.2509332135167018,0.0
429,GINRegressor,german_t,MSE Gap,0.13399894902785076,0.0
430,GraphSAGERegressor,german_t,MSE Gap,0.4118663966655731,0.0
431,MLPRegressor,german_t,MSE Gap,0.4103336036205292,0.0
432,FMP,nba_m,MSE Gap,0.09261934711570824,0.0
433,FairGNN,nba_m,MSE Gap,0.4378547668457031,0.0
434,FairRegGNN,nba_m,MSE Gap,0.05092215538024902,0.0
435,GATRegressor,nba_m,MSE Gap,0.1585878100436371,0.0
436,GCNRegressor,nba_m,MSE Gap,0.27604193579744885,0.0
437,GINRegressor,nba_m,MSE Gap,0.2042042042042042,0.0
438,GraphSAGERegressor,nba_m,MSE Gap,0.15420496463775635,0.0
439,MLPRegressor,nba_m,MSE Gap,0.14855828881263733,0.0
440,FMP,nba_p,MSE Gap,0.1681946768963597,0.0
441,FairGNN,nba_p,MSE Gap,0.12273013591766357,0.0
442,FairRegGNN,nba_p,MSE Gap,0.057610392570495605,0.0
443,GATRegressor,nba_p,MSE Gap,0.1753847897052765,0.0
444,GCNRegressor,nba_p,MSE Gap,0.1734229475259781,0.0
445,GINRegressor,nba_p,MSE Gap,0.40576502697032946,0.0
446,GraphSAGERegressor,nba_p,MSE Gap,0.21861785066133074,0.0
447,MLPRegressor,nba_p,MSE Gap,0.17544532149183395,0.0
448,FMP,region_job_2_g,MSE Gap,0.026799128948078843,0.0
449,FairGNN,region_job_2_g,MSE Gap,0.9124754369227897,0.0
450,FairRegGNN,region_job_2_g,MSE Gap,0.025346085278380778,0.0
451,GATRegressor,region_job_2_g,MSE Gap,0.04865104332566261,0.0
452,GCNRegressor,region_job_2_g,MSE Gap,0.025259059383681517,0.0
453,GINRegressor,region_job_2_g,MSE Gap,0.040372077809516266,0.0
454,GraphSAGERegressor,region_job_2_g,MSE Gap,0.033658847878558884,0.0
455,MLPRegressor,region_job_2_g,MSE Gap,0.0317117372222254,0.0
456,FMP,region_job_2_r,MSE Gap,0.08644511550664902,0.0
457,FairGNN,region_job_2_r,MSE Gap,1.273364543914795,0.0
458,FairRegGNN,region_job_2_r,MSE Gap,0.03841641545295715,0.0
459,GATRegressor,region_job_2_r,MSE Gap,0.15312744677066803,0.0
460,GCNRegressor,region_job_2_r,MSE Gap,0.14564253389835358,0.0
461,GINRegressor,region_job_2_r,MSE Gap,0.1577284038066864,0.0
462,GraphSAGERegressor,region_job_2_r,MSE Gap,0.0656358364843273,0.0
463,MLPRegressor,region_job_2_r,MSE Gap,0.06448553916968408,0.0
464,FMP,region_job_g,MSE Gap,0.01606897627163791,0.0
465,FairGNN,region_job_g,MSE Gap,0.6463724374771118,0.0
466,FairRegGNN,region_job_g,MSE Gap,0.01121494174003601,0.0
467,GATRegressor,region_job_g,MSE Gap,0.03280126361782164,0.0
468,GCNRegressor,region_job_g,MSE Gap,0.02295587956905365,0.0
469,GINRegressor,region_job_g,MSE Gap,0.025972306728363037,0.0
470,GraphSAGERegressor,region_job_g,MSE Gap,0.026159679517149925,0.0
471,MLPRegressor,region_job_g,MSE Gap,0.027384765446186066,0.0
472,FMP,region_job_r,MSE Gap,0.042089650951727835,0.0
473,FairGNN,region_job_r,MSE Gap,1.0780975818634033,0.0
474,FairRegGNN,region_job_r,MSE Gap,0.034793082957289466,0.0
475,GATRegressor,region_job_r,MSE Gap,0.10989239811897278,0.0
476,GCNRegressor,region_job_r,MSE Gap,0.06777584552764893,0.0
477,GINRegressor,region_job_r,MSE Gap,0.09945879876613617,0.0
478,GraphSAGERegressor,region_job_r,MSE Gap,0.047687664310916866,0.0
479,MLPRegressor,region_job_r,MSE Gap,0.04574619010921005,0.0
480,FMP,german_e,Mean Gap,0.19494146755218694,0.0
481,FairGNN,german_e,Mean Gap,0.04261654615402222,0.0
482,FairRegGNN,german_e,Mean Gap,0.06193244457244873,0.0
483,GATRegressor,german_e,Mean Gap,0.2359502613544464,0.0
484,GCNRegressor,german_e,Mean Gap,0.26214248179566096,0.0
485,GINRegressor,german_e,Mean Gap,0.13812776818557165,0.0
486,GraphSAGERegressor,german_e,Mean Gap,0.33556039336386156,0.0
487,MLPRegressor,german_e,Mean Gap,0.29712484047744164,0.0
488,FMP,german_f,Mean Gap,0.20111696950732771,0.0
489,FairGNN,german_f,Mean Gap,0.0402529239654541,0.0
490,FairRegGNN,german_f,Mean Gap,0.044691503047943115,0.0
491,GATRegressor,german_f,Mean Gap,0.23225635290145874,0.0
492,GCNRegressor,german_f,Mean Gap,0.23575004935264587,0.0
493,GINRegressor,german_f,Mean Gap,0.18202948570251465,0.0
494,GraphSAGERegressor,german_f,Mean Gap,0.34848880767822266,0.0
495,MLPRegressor,german_f,Mean Gap,0.37046768260641094,0.0
496,FMP,german_g,Mean Gap,0.18315038294277966,0.0
497,FairGNN,german_g,Mean Gap,0.030034124851226807,0.0
498,FairRegGNN,german_g,Mean Gap,0.04751461744308472,0.0
499,GATRegressor,german_g,Mean Gap,0.2550109028816223,0.0
500,GCNRegressor,german_g,Mean Gap,0.26318198442459106,0.0
501,GINRegressor,german_g,Mean Gap,0.2665494680404663,0.0
502,GraphSAGERegressor,german_g,Mean Gap,0.3523889482021332,0.0
503,MLPRegressor,german_g,Mean Gap,0.2924705352451017,0.0
504,FMP,german_h,Mean Gap,0.20218402744708802,0.0
505,FairGNN,german_h,Mean Gap,0.047367751598358154,0.0
506,FairRegGNN,german_h,Mean Gap,0.05508524179458618,0.0
507,GATRegressor,german_h,Mean Gap,0.2501441538333893,0.0
508,GCNRegressor,german_h,Mean Gap,0.24192079901695251,0.0
509,GINRegressor,german_h,Mean Gap,0.25989973545074463,0.0
510,GraphSAGERegressor,german_h,Mean Gap,0.32291966676712036,0.0
511,MLPRegressor,german_h,Mean Gap,0.3501238645747316,0.0
512,FMP,german_s,Mean Gap,0.2160247374601731,0.0
513,FairGNN,german_s,Mean Gap,0.05833578109741211,0.0
514,FairRegGNN,german_s,Mean Gap,0.048697590827941895,0.0
515,GATRegressor,german_s,Mean Gap,0.19844770431518555,0.0
516,GCNRegressor,german_s,Mean Gap,0.24636566638946533,0.0
517,GINRegressor,german_s,Mean Gap,0.2561068534851074,0.0
518,GraphSAGERegressor,german_s,Mean Gap,0.34164101794159596,0.0
519,MLPRegressor,german_s,Mean Gap,0.3397623300552368,0.0
520,FMP,german_t,Mean Gap,0.18082126779391577,0.0
521,FairGNN,german_t,Mean Gap,0.04357880353927612,0.0
522,FairRegGNN,german_t,Mean Gap,0.05155688524246216,0.0
523,GATRegressor,german_t,Mean Gap,0.2514145206502027,0.0
524,GCNRegressor,german_t,Mean Gap,0.2509332001209259,0.0
525,GINRegressor,german_t,Mean Gap,0.13320982456207275,0.0
526,GraphSAGERegressor,german_t,Mean Gap,0.34299226784775916,0.0
527,MLPRegressor,german_t,Mean Gap,0.4093536521282186,0.0
528,FMP,nba_m,Mean Gap,0.05222240090370178,0.0
529,FairGNN,nba_m,Mean Gap,0.437854528427124,0.0
530,FairRegGNN,nba_m,Mean Gap,0.048993103977132454,0.0
531,GATRegressor,nba_m,Mean Gap,0.1560840606689453,0.0
532,GCNRegressor,nba_m,Mean Gap,0.24299590289592743,0.0
533,GINRegressor,nba_m,Mean Gap,0.1892606019973755,0.0
534,GraphSAGERegressor,nba_m,Mean Gap,0.15051916241645813,0.0
535,MLPRegressor,nba_m,Mean Gap,0.12956863641738892,0.0
536,FMP,nba_p,Mean Gap,0.16415798664093018,0.0
537,FairGNN,nba_p,Mean Gap,0.1106271743774414,0.0
538,FairRegGNN,nba_p,Mean Gap,0.05761033296585083,0.0
539,GATRegressor,nba_p,Mean Gap,0.1728242188692093,0.0
540,GCNRegressor,nba_p,Mean Gap,0.15816238798193527,0.0
541,GINRegressor,nba_p,Mean Gap,0.36276002029426685,0.0
542,GraphSAGERegressor,nba_p,Mean Gap,0.15169964485032977,0.0
543,MLPRegressor,nba_p,Mean Gap,0.15728056823947234,0.0
544,FMP,region_job_2_g,Mean Gap,0.02573893964290619,0.0
545,FairGNN,region_job_2_g,Mean Gap,0.9124753475189209,0.0
546,FairRegGNN,region_job_2_g,Mean Gap,0.011925600469112396,0.0
547,GATRegressor,region_job_2_g,Mean Gap,0.03767533258504264,0.0
548,GCNRegressor,region_job_2_g,Mean Gap,0.019977055490016937,0.0
549,GINRegressor,region_job_2_g,Mean Gap,0.028468187052434847,0.0
550,GraphSAGERegressor,region_job_2_g,Mean Gap,0.027034103870391846,0.0
551,MLPRegressor,region_job_2_g,Mean Gap,0.028589874505996704,0.0
552,FMP,region_job_2_r,Mean Gap,0.08259208529369791,0.0
553,FairGNN,region_job_2_r,Mean Gap,0.7821518778800964,0.0
554,FairRegGNN,region_job_2_r,Mean Gap,0.03615882415380081,0.0
555,GATRegressor,region_job_2_r,Mean Gap,0.08556964276550771,0.0
556,GCNRegressor,region_job_2_r,Mean Gap,0.08477686815454033,0.0
557,GINRegressor,region_job_2_r,Mean Gap,0.12077849408850339,0.0
558,GraphSAGERegressor,region_job_2_r,Mean Gap,0.025876136496663094,0.0
559,MLPRegressor,region_job_2_r,Mean Gap,0.027541490271687508,0.0
560,FMP,region_job_g,Mean Gap,0.014048291370272636,0.0
561,FairGNN,region_job_g,Mean Gap,0.6463724117114832,0.0
562,FairRegGNN,region_job_g,Mean Gap,0.011171080078863685,0.0
563,GATRegressor,region_job_g,Mean Gap,0.032615311443805695,0.0
564,GCNRegressor,region_job_g,Mean Gap,0.022008882632086245,0.0
565,GINRegressor,region_job_g,Mean Gap,0.02507715675119419,0.0
566,GraphSAGERegressor,region_job_g,Mean Gap,0.02133801156338681,0.0
567,MLPRegressor,region_job_g,Mean Gap,0.022252105176448822,0.0
568,FMP,region_job_r,Mean Gap,0.04172993078827858,0.0
569,FairGNN,region_job_r,Mean Gap,0.6480173468589783,0.0
570,FairRegGNN,region_job_r,Mean Gap,0.032958075404167175,0.0
571,GATRegressor,region_job_r,Mean Gap,0.06329774539120137,0.0
572,GCNRegressor,region_job_r,Mean Gap,0.0641183853149414,0.0
573,GINRegressor,region_job_r,Mean Gap,0.07542317147154018,0.0
574,GraphSAGERegressor,region_job_r,Mean Gap,0.02949199639260769,0.0
575,MLPRegressor,region_job_r,Mean Gap,0.03201990947127342,0.0
576,FMP,german_e,Neighborhood Consistency,0.07088172435760498,0.0
577,FairGNN,german_e,Neighborhood Consistency,0.008975738659501076,0.0
578,FairRegGNN,german_e,Neighborhood Consistency,0.013898218050599098,0.0
579,GATRegressor,german_e,Neighborhood Consistency,0.05718177556991577,0.0
580,GCNRegressor,german_e,Neighborhood Consistency,0.014209568500518799,0.0
581,GINRegressor,german_e,Neighborhood Consistency,0.08670103549957275,0.0
582,GraphSAGERegressor,german_e,Neighborhood Consistency,0.0564541220664978,0.0
583,MLPRegressor,german_e,Neighborhood Consistency,0.05102425813674927,0.0
584,FMP,german_f,Neighborhood Consistency,0.0468747615814209,0.0
585,FairGNN,german_f,Neighborhood Consistency,0.0016355812549591064,0.0
586,FairRegGNN,german_f,Neighborhood Consistency,0.0018023615702986717,0.0
587,GATRegressor,german_f,Neighborhood Consistency,0.03975725173950195,0.0
588,GCNRegressor,german_f,Neighborhood Consistency,0.0256766676902771,0.0
589,GINRegressor,german_f,Neighborhood Consistency,0.11811693757772446,0.0
590,GraphSAGERegressor,german_f,Neighborhood Consistency,0.04639792442321777,0.0
591,MLPRegressor,german_f,Neighborhood Consistency,0.05611300468444824,0.0
592,FMP,german_g,Neighborhood Consistency,0.04768359661102295,0.0
593,FairGNN,german_g,Neighborhood Consistency,0.016803724691271782,0.0
594,FairRegGNN,german_g,Neighborhood Consistency,0.006735721603035927,0.0
595,GATRegressor,german_g,Neighborhood Consistency,0.02414393424987793,0.0
596,GCNRegressor,german_g,Neighborhood Consistency,0.04150921106338501,0.0
597,GINRegressor,german_g,Neighborhood Consistency,0.22353780269622803,0.0
598,GraphSAGERegressor,german_g,Neighborhood Consistency,0.020394086837768555,0.0
599,MLPRegressor,german_g,Neighborhood Consistency,0.06479644775390625,0.0
600,FMP,german_h,Neighborhood Consistency,0.03808063268661499,0.0
601,FairGNN,german_h,Neighborhood Consistency,0.007761797867715359,0.0
602,FairRegGNN,german_h,Neighborhood Consistency,0.010615300387144089,0.0
603,GATRegressor,german_h,Neighborhood Consistency,0.03477513790130615,0.0
604,GCNRegressor,german_h,Neighborhood Consistency,0.021411895751953125,0.0
605,GINRegressor,german_h,Neighborhood Consistency,0.027682006359100342,0.0
606,GraphSAGERegressor,german_h,Neighborhood Consistency,0.06244504451751709,0.0
607,MLPRegressor,german_h,Neighborhood Consistency,0.061126649379730225,0.0
608,FMP,german_s,Neighborhood Consistency,0.049220263957977295,0.0
609,FairGNN,german_s,Neighborhood Consistency,0.014660471118986607,0.0
610,FairRegGNN,german_s,Neighborhood Consistency,0.0023311360273510218,0.0
611,GATRegressor,german_s,Neighborhood Consistency,0.007567703723907471,0.0
612,GCNRegressor,german_s,Neighborhood Consistency,0.032953500747680664,0.0
613,GINRegressor,german_s,Neighborhood Consistency,0.09889638423919678,0.0
614,GraphSAGERegressor,german_s,Neighborhood Consistency,0.039325177669525146,0.0
615,MLPRegressor,german_s,Neighborhood Consistency,0.05053675174713135,0.0
616,FMP,german_t,Neighborhood Consistency,0.04532116651535034,0.0
617,FairGNN,german_t,Neighborhood Consistency,0.008379255421459675,0.0
618,FairRegGNN,german_t,Neighborhood Consistency,0.0056893546134233475,0.0
619,GATRegressor,german_t,Neighborhood Consistency,0.03530383110046387,0.0
620,GCNRegressor,german_t,Neighborhood Consistency,0.016222774982452393,0.0
621,GINRegressor,german_t,Neighborhood Consistency,0.10429847240447998,0.0
622,GraphSAGERegressor,german_t,Neighborhood Consistency,0.012584507465362549,0.0
623,MLPRegressor,german_t,Neighborhood Consistency,0.02393174171447754,0.0
624,FMP,nba_m,Neighborhood Consistency,0.011271476745605469,0.0
625,FairGNN,nba_m,Neighborhood Consistency,0.38870233601379633,0.0
626,FairRegGNN,nba_m,Neighborhood Consistency,0.026004338636994362,0.0
627,GATRegressor,nba_m,Neighborhood Consistency,0.09390848875045776,0.0
628,GCNRegressor,nba_m,Neighborhood Consistency,0.02001655101776123,0.0
629,GINRegressor,nba_m,Neighborhood Consistency,0.01621067523956299,0.0
630,GraphSAGERegressor,nba_m,Neighborhood Consistency,0.012189418077468872,0.0
631,MLPRegressor,nba_m,Neighborhood Consistency,0.014679208397865295,0.0
632,FMP,nba_p,Neighborhood Consistency,0.05232197046279907,0.0
633,FairGNN,nba_p,Neighborhood Consistency,0.02645719051361084,0.0
634,FairRegGNN,nba_p,Neighborhood Consistency,0.014726631343364716,0.0
635,GATRegressor,nba_p,Neighborhood Consistency,0.045101940631866455,0.0
636,GCNRegressor,nba_p,Neighborhood Consistency,0.09208649396896362,0.0
637,GINRegressor,nba_p,Neighborhood Consistency,0.019185304641723633,0.0
638,GraphSAGERegressor,nba_p,Neighborhood Consistency,0.08045847713947296,0.0
639,MLPRegressor,nba_p,Neighborhood Consistency,0.024753719568252563,0.0
640,FMP,region_job_2_g,Neighborhood Consistency,0.005238860845565796,0.0
641,FairGNN,region_job_2_g,Neighborhood Consistency,0.44907283782958984,0.0
642,FairRegGNN,region_job_2_g,Neighborhood Consistency,0.00200653076171875,0.0
643,GATRegressor,region_job_2_g,Neighborhood Consistency,0.004883140325546265,0.0
644,GCNRegressor,region_job_2_g,Neighborhood Consistency,0.005578577518463135,0.0
645,GINRegressor,region_job_2_g,Neighborhood Consistency,0.020351827144622803,0.0
646,GraphSAGERegressor,region_job_2_g,Neighborhood Consistency,0.017101041972637177,0.0
647,MLPRegressor,region_job_2_g,Neighborhood Consistency,0.02234789729118347,0.0
648,FMP,region_job_2_r,Neighborhood Consistency,0.012378036975860596,0.0
649,FairGNN,region_job_2_r,Neighborhood Consistency,0.5198416665085018,0.0
650,FairRegGNN,region_job_2_r,Neighborhood Consistency,0.019860804080963135,0.0
651,GATRegressor,region_job_2_r,Neighborhood Consistency,0.005687117576599121,0.0
652,GCNRegressor,region_job_2_r,Neighborhood Consistency,0.027237236499786377,0.0
653,GINRegressor,region_job_2_r,Neighborhood Consistency,0.02012854814529419,0.0
654,GraphSAGERegressor,region_job_2_r,Neighborhood Consistency,0.013209939002990723,0.0
655,MLPRegressor,region_job_2_r,Neighborhood Consistency,0.011298269033432007,0.0
656,FMP,region_job_g,Neighborhood Consistency,0.002025216817855835,0.0
657,FairGNN,region_job_g,Neighborhood Consistency,0.321710467338562,0.0
658,FairRegGNN,region_job_g,Neighborhood Consistency,0.008766412734985352,0.0
659,GATRegressor,region_job_g,Neighborhood Consistency,0.008179694414138794,0.0
660,GCNRegressor,region_job_g,Neighborhood Consistency,0.0010027885437011719,0.0
661,GINRegressor,region_job_g,Neighborhood Consistency,0.018910910249474965,0.0
662,GraphSAGERegressor,region_job_g,Neighborhood Consistency,0.00905626267194748,0.0
663,MLPRegressor,region_job_g,Neighborhood Consistency,0.013274069875478745,0.0
664,FMP,region_job_r,Neighborhood Consistency,0.00472685694694519,0.0
665,FairGNN,region_job_r,Neighborhood Consistency,0.29955077171325684,0.0
666,FairRegGNN,region_job_r,Neighborhood Consistency,0.019127726554870605,0.0
667,GATRegressor,region_job_r,Neighborhood Consistency,6.4849853515625e-05,0.0
668,GCNRegressor,region_job_r,Neighborhood Consistency,0.016373634338378906,0.0
669,GINRegressor,region_job_r,Neighborhood Consistency,0.010962069034576416,0.0
670,GraphSAGERegressor,region_job_r,Neighborhood Consistency,0.004809096455574036,0.0
671,MLPRegressor,region_job_r,Neighborhood Consistency,0.003020666539669037,0.0
672,FMP,german_e,Var Gap,0.3373620599054125,0.0
673,FairGNN,german_e,Var Gap,0.24209894152090683,0.0
674,FairRegGNN,german_e,Var Gap,0.21972824862998275,0.0
675,GATRegressor,german_e,Var Gap,0.33841303205465056,0.0
676,GCNRegressor,german_e,Var Gap,0.35933029651641846,0.0
677,GINRegressor,german_e,Var Gap,0.9163033366203308,0.0
678,GraphSAGERegressor,german_e,Var Gap,0.4524156153202057,0.0
679,MLPRegressor,german_e,Var Gap,0.4764567017555237,0.0
680,FMP,german_f,Var Gap,0.35605435027400345,0.0
681,FairGNN,german_f,Var Gap,0.14315742061406803,0.0
682,FairRegGNN,german_f,Var Gap,0.1303205465055176,0.0
683,GATRegressor,german_f,Var Gap,0.3111628256136927,0.0
684,GCNRegressor,german_f,Var Gap,0.3563649654388428,0.0
685,GINRegressor,german_f,Var Gap,0.9442000985145569,0.0
686,GraphSAGERegressor,german_f,Var Gap,0.4226331412792206,0.0
687,MLPRegressor,german_f,Var Gap,0.421018123626709,0.0
688,FMP,german_g,Var Gap,0.3184445612191277,0.0
689,FairGNN,german_g,Var Gap,0.3064334509421215,0.0
690,FairRegGNN,german_g,Var Gap,0.2934464379551085,0.0
691,GATRegressor,german_g,Var Gap,0.31758058071136475,0.0
692,GCNRegressor,german_g,Var Gap,0.33707141876220703,0.0
693,GINRegressor,german_g,Var Gap,0.9472522139549255,0.0
694,GraphSAGERegressor,german_g,Var Gap,0.3905862923203964,0.0
695,MLPRegressor,german_g,Var Gap,0.415449857711792,0.0
696,FMP,german_h,Var Gap,0.37039261316717964,0.0
697,FairGNN,german_h,Var Gap,0.4975602432249831,0.0
698,FairRegGNN,german_h,Var Gap,0.25531116282561367,0.0
699,GATRegressor,german_h,Var Gap,0.3008032429997748,0.0
700,GCNRegressor,german_h,Var Gap,0.35485121607780457,0.0
701,GINRegressor,german_h,Var Gap,0.6186138987541199,0.0
702,GraphSAGERegressor,german_h,Var Gap,0.42695504426956177,0.0
703,MLPRegressor,german_h,Var Gap,0.4236243665218353,0.0
704,FMP,german_s,Var Gap,0.31273928383754973,0.0
705,FairGNN,german_s,Var Gap,0.6532542601906763,0.0
706,FairRegGNN,german_s,Var Gap,0.11147811725846409,0.0
707,GATRegressor,german_s,Var Gap,0.2879663688912244,0.0
708,GCNRegressor,german_s,Var Gap,0.34581258893013,0.0
709,GINRegressor,german_s,Var Gap,1.1268640756607056,0.0
710,GraphSAGERegressor,german_s,Var Gap,0.3662479817867279,0.0
711,MLPRegressor,german_s,Var Gap,0.4210954010486603,0.0
712,FMP,german_t,Var Gap,0.34584490653854816,0.0
713,FairGNN,german_t,Var Gap,0.3858569176488252,0.0
714,FairRegGNN,german_t,Var Gap,0.13459950454170108,0.0
715,GATRegressor,german_t,Var Gap,0.3109376172959988,0.0
716,GCNRegressor,german_t,Var Gap,0.3317476809024811,0.0
717,GINRegressor,german_t,Var Gap,0.5269681215286255,0.0
718,GraphSAGERegressor,german_t,Var Gap,0.44173845648765564,0.0
719,MLPRegressor,german_t,Var Gap,0.4194402790344314,0.0
720,FMP,nba_m,Var Gap,0.4830833673477173,0.0
721,FairGNN,nba_m,Var Gap,1.6008946895599365,0.0
722,FairRegGNN,nba_m,Var Gap,0.21421421421421422,0.0
723,GATRegressor,nba_m,Var Gap,0.21280086040496826,0.0
724,GCNRegressor,nba_m,Var Gap,0.38757768273353577,0.0
725,GINRegressor,nba_m,Var Gap,0.6545521020889282,0.0
726,GraphSAGERegressor,nba_m,Var Gap,0.16726351298906417,0.0
727,MLPRegressor,nba_m,Var Gap,0.1719707242931958,0.0
728,FMP,nba_p,Var Gap,0.2572298325722983,0.0
729,FairGNN,nba_p,Var Gap,0.365296803652968,0.0
730,FairRegGNN,nba_p,Var Gap,0.343480466768138,0.0
731,GATRegressor,nba_p,Var Gap,0.4530695078640284,0.0
732,GCNRegressor,nba_p,Var Gap,0.3571790969051243,0.0
733,GINRegressor,nba_p,Var Gap,0.8397716879844666,0.0
734,GraphSAGERegressor,nba_p,Var Gap,0.3683934211730957,0.0
735,MLPRegressor,nba_p,Var Gap,0.2881695032119751,0.0
736,FMP,region_job_2_g,Var Gap,0.2806198298931122,0.0
737,FairGNN,region_job_2_g,Var Gap,2.1078662872314453,0.0
738,FairRegGNN,region_job_2_g,Var Gap,0.29058510065078735,0.0
739,GATRegressor,region_job_2_g,Var Gap,0.2640896141529083,0.0
740,GCNRegressor,region_job_2_g,Var Gap,0.45802953839302063,0.0
741,GINRegressor,region_job_2_g,Var Gap,0.6183475852012634,0.0
742,GraphSAGERegressor,region_job_2_g,Var Gap,0.05577726584694557,0.0
743,MLPRegressor,region_job_2_g,Var Gap,0.055063999622263035,0.0
744,FMP,region_job_2_r,Var Gap,0.3454296588897705,0.0
745,FairGNN,region_job_2_r,Var Gap,2.818985939025879,0.0
746,FairRegGNN,region_job_2_r,Var Gap,0.3125489056110382,0.0
747,GATRegressor,region_job_2_r,Var Gap,0.26003316044807434,0.0
748,GCNRegressor,region_job_2_r,Var Gap,0.46287262439727783,0.0
749,GINRegressor,region_job_2_r,Var Gap,0.6004508137702942,0.0
750,GraphSAGERegressor,region_job_2_r,Var Gap,0.1386077334296114,0.0
751,MLPRegressor,region_job_2_r,Var Gap,0.13023096760427774,0.0
752,FMP,region_job_g,Var Gap,0.27088603377342224,0.0
753,FairGNN,region_job_g,Var Gap,1.5410985946655273,0.0
754,FairRegGNN,region_job_g,Var Gap,0.30795639753341675,0.0
755,GATRegressor,region_job_g,Var Gap,0.2656175494194031,0.0
756,GCNRegressor,region_job_g,Var Gap,0.447409063577652,0.0
757,GINRegressor,region_job_g,Var Gap,0.634395956993103,0.0
758,GraphSAGERegressor,region_job_g,Var Gap,0.03138223969573398,0.0
759,MLPRegressor,region_job_g,Var Gap,0.032160352915525436,0.0
760,FMP,region_job_r,Var Gap,0.2715210020542145,0.0
761,FairGNN,region_job_r,Var Gap,1.0816264152526855,0.0
762,FairRegGNN,region_job_r,Var Gap,0.30656492710113525,0.0
763,GATRegressor,region_job_r,Var Gap,0.2710578441619873,0.0
764,GCNRegressor,region_job_r,Var Gap,0.45563191175460815,0.0
765,GINRegressor,region_job_r,Var Gap,0.6527281999588013,0.0
766,GraphSAGERegressor,region_job_r,Var Gap,0.08266062050683769,0.0
767,MLPRegressor,region_job_r,Var Gap,0.0785433185306719,0.0
768,FMP,german_e,Wasserstein Gap,0.19467830657958984,0.0
769,FairGNN,german_e,Wasserstein Gap,0.016380177810788155,0.0
770,FairRegGNN,german_e,Wasserstein Gap,0.03262942284345627,0.0
771,GATRegressor,german_e,Wasserstein Gap,0.09222477674484253,0.0
772,GCNRegressor,german_e,Wasserstein Gap,0.12176984548568726,0.0
773,GINRegressor,german_e,Wasserstein Gap,0.13367322087287903,0.0
774,GraphSAGERegressor,german_e,Wasserstein Gap,0.2790093421936035,0.0
775,MLPRegressor,german_e,Wasserstein Gap,0.2084706425666809,0.0
776,FMP,german_f,Wasserstein Gap,0.20005662739276886,0.0
777,FairGNN,german_f,Wasserstein Gap,0.0054003531113266945,0.0
778,FairRegGNN,german_f,Wasserstein Gap,0.044691503047943115,0.0
779,GATRegressor,german_f,Wasserstein Gap,0.10747766494750977,0.0
780,GCNRegressor,german_f,Wasserstein Gap,0.07897073030471802,0.0
781,GINRegressor,german_f,Wasserstein Gap,0.18202942609786987,0.0
782,GraphSAGERegressor,german_f,Wasserstein Gap,0.28953003883361816,0.0
783,MLPRegressor,german_f,Wasserstein Gap,0.27619171142578125,0.0
784,FMP,german_g,Wasserstein Gap,0.1811198890209198,0.0
785,FairGNN,german_g,Wasserstein Gap,0.018175967037677765,0.0
786,FairRegGNN,german_g,Wasserstein Gap,0.026562752202153206,0.0
787,GATRegressor,german_g,Wasserstein Gap,0.11013925075531006,0.0
788,GCNRegressor,german_g,Wasserstein Gap,0.0780450701713562,0.0
789,GINRegressor,german_g,Wasserstein Gap,0.26654911041259766,0.0
790,GraphSAGERegressor,german_g,Wasserstein Gap,0.2500062584877014,0.0
791,MLPRegressor,german_g,Wasserstein Gap,0.28430724143981934,0.0
792,FMP,german_h,Wasserstein Gap,0.20173856616020203,0.0
793,FairGNN,german_h,Wasserstein Gap,0.010594255312703672,0.0
794,FairRegGNN,german_h,Wasserstein Gap,0.03050505928695202,0.0
795,GATRegressor,german_h,Wasserstein Gap,0.11338788270950317,0.0
796,GCNRegressor,german_h,Wasserstein Gap,0.09206300973892212,0.0
797,GINRegressor,german_h,Wasserstein Gap,0.2572307884693146,0.0
798,GraphSAGERegressor,german_h,Wasserstein Gap,0.31288942271601233,0.0
799,MLPRegressor,german_h,Wasserstein Gap,0.3242393732070923,0.0
800,FMP,german_s,Wasserstein Gap,0.21550658345222473,0.0
801,FairGNN,german_s,Wasserstein Gap,0.025873742997646332,0.0
802,FairRegGNN,german_s,Wasserstein Gap,0.04443579912185669,0.0
803,GATRegressor,german_s,Wasserstein Gap,0.1539122462272644,0.0
804,GCNRegressor,german_s,Wasserstein Gap,0.07417690753936768,0.0
805,GINRegressor,german_s,Wasserstein Gap,0.11230388109000826,0.0
806,GraphSAGERegressor,german_s,Wasserstein Gap,0.2619703412055969,0.0
807,MLPRegressor,german_s,Wasserstein Gap,0.26615017652511597,0.0
808,FMP,german_t,Wasserstein Gap,0.17776496708393097,0.0
809,FairGNN,german_t,Wasserstein Gap,0.009053181121097152,0.0
